cod_segmento;cods_segmento;cod_familia;cod_familia;cod_clase;nom_clase;cod_producto;nom_producto
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212600;Calla viva;10212635;Calla viva ramillete pink persuation
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212600;Calla viva;10212636;Calla viva ramillete pisa
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212600;Calla viva;10212637;Calla viva ramillete pot of
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212600;Calla viva;10212638;Calla viva ramillete red sox
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212600;Calla viva;10212639;Calla viva ramillete rosa
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212600;Calla viva;10212640;Calla viva ramillete ruby light rose
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212600;Calla viva;10212641;Calla viva ramillete samur
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212600;Calla viva;10212642;Calla viva ramillete sapporo
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212600;Calla viva;10212643;Calla viva ramillete schwarzwalder
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212600;Calla viva;10212644;Calla viva ramillete serrada
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212600;Calla viva;10212645;Calla viva ramillete solemio
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212600;Calla viva;10212646;Calla viva ramillete sunrise
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212600;Calla viva;10212647;Calla viva ramillete super mac
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212600;Calla viva;10212648;Calla viva ramillete swan lake
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212600;Calla viva;10212649;Calla viva ramillete vermeer
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212600;Calla viva;10212650;Calla viva ramillete white butterfly
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212600;Calla viva;10212651;Calla viva ramillete yellow
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212600;Calla viva;10212652;Calla viva ramillete yellow mozart
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212600;Calla viva;10212653;Calla viva ramillete white large
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212800;Celosia viva;10212801;Celosia viva cresta de gallo verde 
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212800;Celosia viva;10212802;Celosia viva cresta de gallo anaranjado 
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212800;Celosia viva;10212803;Celosia viva cresta de gallo rosado 
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212800;Celosia viva;10212804;Celosia viva cresta de gallo púrpura 
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212800;Celosia viva;10212805;Celosia viva cresta de gallo rojo 
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212800;Celosia viva;10212806;Celosia viva cresta de gallo amarillo 
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212800;Celosia viva;10212807;Celosia viva pluma rosado claro 
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212800;Celosia viva;10212808;Celosia viva pluma anaranjado 
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212800;Celosia viva;10212809;Celosia viva pluma púrpura 
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212800;Celosia viva;10212810;Celosia viva pluma rojo 
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212800;Celosia viva;10212811;Celosia viva pluma amarillo 
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212800;Celosia viva;10212812;Celosia viva trigo rosado 
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212800;Celosia viva;10212813;Celosia viva trigo amarillo 
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212900;Narciso vivo;10212901;Narciso vivo dick wilden
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212900;Narciso vivo;10212902;Narciso vivo dutch master
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212900;Narciso vivo;10212903;Narciso vivo ice follies
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212900;Narciso vivo;10212904;Narciso vivo ice king
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212900;Narciso vivo;10212905;Narciso vivo johan strauss
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10212900;Narciso vivo;10212906;Narciso vivo yellow carlton
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213000;Dalia viva;10213001;Dalia viva bicolor
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213000;Dalia viva;10213002;Dalia viva rosado fuerte
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213000;Dalia viva;10213003;Dalia viva rosado claro
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213000;Dalia viva;10213004;Dalia viva rosado medio
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213000;Dalia viva;10213005;Dalia viva anaranjado 
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213000;Dalia viva;10213006;Dalia viva durazno
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213000;Dalia viva;10213007;Dalia viva púrpura
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213000;Dalia viva;10213008;Dalia viva roja
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213000;Dalia viva;10213009;Dalia viva blanca
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213000;Dalia viva;10213010;Dalia viva amarilla
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213100;Delphinium vivo;10213101;Delphinium vivo bella azul oscuro
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213100;Delphinium vivo;10213102;Delphinium vivo bella azul claro
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213100;Delphinium vivo;10213103;Delphinium vivo bella blanco
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213100;Delphinium vivo;10213104;Delphinium vivo azul sombra
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213100;Delphinium vivo;10213105;Delphinium vivo híbrido azul oscuro
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213100;Delphinium vivo;10213106;Delphinium vivo híbrido azul claro
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213100;Delphinium vivo;10213107;Delphinium vivo híbrido malva
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213100;Delphinium vivo;10213108;Delphinium vivo híbrido rosado
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213100;Delphinium vivo;10213109;Delphinium vivo híbrido púrpura
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213100;Delphinium vivo;10213110;Delphinium vivo híbrido rojo
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213100;Delphinium vivo;10213111;Delphinium vivo híbrido blanco
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213100;Delphinium vivo;10213112;Delphinium vivo princesa carolina
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213100;Delphinium vivo;10213113;Delphinium vivo volkerfrieden
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213200;Clavel (dianthus) vivo;10213201;Clavel (dianthus) vivo chocolate
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213200;Clavel (dianthus) vivo;10213202;Clavel (dianthus) vivo fucsia
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213200;Clavel (dianthus) vivo;10213203;Clavel (dianthus) vivo bola verde
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213200;Clavel (dianthus) vivo;10213204;Clavel (dianthus) vivo rosado fuerte
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213200;Clavel (dianthus) vivo;10213205;Clavel (dianthus) vivo lavanda
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213200;Clavel (dianthus) vivo;10213206;Clavel (dianthus) vivo frambuesa
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213200;Clavel (dianthus) vivo;10213207;Clavel (dianthus) vivo rojo
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213200;Clavel (dianthus) vivo;10213208;Clavel (dianthus) vivo rosado
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213300;Eremruses vivas;10213301;Eremurus vivo deruyter híbrido
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213300;Eremruses vivas;10213302;Eremurus vivo himalaicus blanco
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213300;Eremruses vivas;10213303;Eremurus vivo anaranjado
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213300;Eremruses vivas;10213304;Eremurus vivo durazno
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213300;Eremruses vivas;10213305;Eremurus vivo amarillo
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213400;Brezo (erica) viva;10213401;Brezo (erica) vivo campunalarus
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213400;Brezo (erica) viva;10213402;Brezo (erica) vivo conica
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213400;Brezo (erica) viva;10213403;Brezo (erica) vivo green ice
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213400;Brezo (erica) viva;10213404;Brezo (erica) vivo rosado
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213400;Brezo (erica) viva;10213405;Brezo (erica) vivo príncipe de gales
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213500;Euphorbia viva;10213501;Euphorbia viva characias
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213500;Euphorbia viva;10213502;Euphorbia viva griffithii fireglow
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213500;Euphorbia viva;10213503;Euphorbia viva martini
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213500;Euphorbia viva;10213504;Euphorbia viva anaranjada
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213500;Euphorbia viva;10213505;Euphorbia viva durazno
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213500;Euphorbia viva;10213506;Euphorbia viva rosada
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213500;Euphorbia viva;10213507;Euphorbia viva roja
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213500;Euphorbia viva;10213508;Euphorbia viva blanca
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213500;Euphorbia viva;10213509;Euphorbia viva amarilla
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213500;Euphorbia viva;10213510;Euphorbia viva amarilla spurge
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213600;Fresia viva;10213601;Fresia viva crema
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213600;Fresia viva;10213602;Fresia viva doble blanca
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213600;Fresia viva;10213603;Fresia viva doble amarilla
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213600;Fresia viva;10213604;Fresia viva rosado fuerte
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213600;Fresia viva;10213605;Fresia viva lady brunet
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213600;Fresia viva;10213606;Fresia viva lavanda
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213600;Fresia viva;10213607;Fresia viva rosado medio
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213600;Fresia viva;10213608;Fresia viva anaranjado
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213600;Fresia viva;10213609;Fresia viva pimpinela
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213600;Fresia viva;10213610;Fresia viva rosada
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213600;Fresia viva;10213611;Fresia viva pùrpura
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213600;Fresia viva;10213612;Fresia viva roja
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213600;Fresia viva;10213613;Fresia viva blanca
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213600;Fresia viva;10213614;Fresia viva amarilla
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213700;Ajedrezada viva;10213701;Ajedrezada viva acmopelata
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213700;Ajedrezada viva;10213702;Ajedrezada viva assyriaca
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213700;Ajedrezada viva;10213703;Ajedrezada viva assyriaca uva vulpis
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213700;Ajedrezada viva;10213704;Ajedrezada viva elysee
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213700;Ajedrezada viva;10213705;Ajedrezada viva imperialis anaranjada
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213700;Ajedrezada viva;10213706;Ajedrezada viva imperialis amarilla
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213700;Ajedrezada viva;10213707;Ajedrezada viva meleagris
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213700;Ajedrezada viva;10213708;Ajedrezada viva michailowski
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213700;Ajedrezada viva;10213709;Ajedrezada viva uva vulpis
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213800;Hiniesta viva;10213801;Hiniesta viva verde
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213800;Hiniesta viva;10213802;Hiniesta viva rosado fuerte
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213800;Hiniesta viva;10213803;Hiniesta viva lavanda
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213800;Hiniesta viva;10213804;Hiniesta viva rosado claro
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213800;Hiniesta viva;10213805;Hiniesta viva durazno
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213800;Hiniesta viva;10213806;Hiniesta viva púrpura
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213800;Hiniesta viva;10213807;Hiniesta viva blanco
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213800;Hiniesta viva;10213808;Hiniesta viva amarillo
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213901;Margarita viva crema de centro negro
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213902;Margarita viva crema
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213903;Margarita viva dorada
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213904;Margarita viva rosado fuerte
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213905;Margarita viva rosado claro
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213906;Margarita viva magenta
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213907;Margarita viva mini coral
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213908;Margarita viva mini fucsia
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213909;Margarita viva mini rosado fuerte
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213910;Margarita viva mini anaranjado claro de centro negro
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213911;Margarita viva mini anaranjado de centro negro
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213912;Margarita viva mini anaranjado 
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213913;Margarita viva mini rojo de centro negro
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213914;Margarita viva mini blanco
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213915;Margarita viva mini amarillo claro de centro negro
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213916;Margarita viva anaranjado de centro negro
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213917;Margarita viva anaranjada
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213918;Margarita viva durazno de centro negro
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213919;Margarita viva durazno
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213920;Margarita viva rosada de centro negro
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213921;Margarita viva rosada
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213922;Margarita viva roja de centro negro
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213923;Margarita viva roja
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213924;Margarita viva spider durazno
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213925;Margarita viva spider roja
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213926;Margarita viva terracota
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213927;Margarita viva blanca de centro negro
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213928;Margarita viva blanca
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10213900;Margarita viva;10213929;Margarita viva amarilla
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10214000;Jengibre vivo;10214001;Jengibre vivo  indonesio
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10214000;Jengibre vivo;10214002;Jengibre vivo jungle king rosado
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10214000;Jengibre vivo;10214003;Jengibre vivo jungle king rojo
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10214000;Jengibre vivo;10214004;Jengibre vivo rosado
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10214000;Jengibre vivo;10214005;Jengibre vivo rojo
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10214000;Jengibre vivo;10214006;Jengibre vivo torch
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10214100;Gladiolo vivo;10214101;Gladiolo vivo vinotinto
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10214100;Gladiolo vivo;10214102;Gladiolo vivo fucsia
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10214100;Gladiolo vivo;10214103;Gladiolo vivo verde
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10214100;Gladiolo vivo;10214104;Gladiolo vivo rosado fuerte
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10214100;Gladiolo vivo;10214105;Gladiolo vivo rosado claro
10000000;Material Vivo Vegetal y Animal, Accesorios y Suministros;10210000;Plantas vivas  de especies o variedades de flores altas;10214100;Gladiolo vivo;10214106;Gladiolo vivo anaranjado
